Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-09-25,Arsenal,West Brom,2,3,A
2011/2012,2011-11-05,Arsenal,West Brom,3,0,H
2012/2013,2012-12-08,Arsenal,West Brom,2,0,H
2013/2014,2014-05-04,Arsenal,West Brom,1,0,H
2014/2015,2015-05-24,Arsenal,West Brom,4,1,H
