Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2012/2013,2012-10-28,Southampton,Tottenham,1,2,A
2013/2014,2013-12-22,Southampton,Tottenham,2,3,A
2014/2015,2015-04-25,Southampton,Tottenham,2,2,D
2015/2016,2015-12-19,Southampton,Tottenham,0,2,A
