Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-11-07,Liverpool,Chelsea,2,0,H
2011/2012,2012-05-08,Liverpool,Chelsea,4,1,H
2012/2013,2013-04-21,Liverpool,Chelsea,2,2,D
2013/2014,2014-04-27,Liverpool,Chelsea,0,2,A
2014/2015,2014-11-08,Liverpool,Chelsea,1,2,A
