Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2013/2014,2013-12-26,Aston Villa,Crystal Palace,0,1,A
2014/2015,2015-01-01,Aston Villa,Crystal Palace,0,0,D
2015/2016,2016-01-12,Aston Villa,Crystal Palace,1,0,H
