Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-10-03,Chelsea,Arsenal,2,0,H
2011/2012,2011-10-29,Chelsea,Arsenal,3,5,A
2012/2013,2013-01-20,Chelsea,Arsenal,2,1,H
2013/2014,2014-03-22,Chelsea,Arsenal,6,0,H
2014/2015,2014-10-05,Chelsea,Arsenal,2,0,H
2015/2016,2015-09-19,Chelsea,Arsenal,2,0,H
