Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-01-25,Wigan,Aston Villa,1,2,A
2011/2012,2012-02-25,Wigan,Aston Villa,0,0,D
2012/2013,2013-05-19,Wigan,Aston Villa,2,2,D
