Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-08-14,Tottenham,Man City,0,0,D
2011/2012,2011-08-28,Tottenham,Man City,1,5,A
2012/2013,2013-04-21,Tottenham,Man City,3,1,H
2013/2014,2014-01-29,Tottenham,Man City,1,5,A
2014/2015,2015-05-03,Tottenham,Man City,0,1,A
2015/2016,2015-09-26,Tottenham,Man City,4,1,H
