Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2011/2012,2011-11-27,Swansea,Aston Villa,0,0,D
2012/2013,2013-01-01,Swansea,Aston Villa,2,2,D
2013/2014,2014-04-26,Swansea,Aston Villa,4,1,H
2014/2015,2014-12-26,Swansea,Aston Villa,1,0,H
2015/2016,2016-03-19,Swansea,Aston Villa,1,0,H
