Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-04-19,Newcastle,Man United,0,0,D
2011/2012,2012-01-04,Newcastle,Man United,3,0,H
2012/2013,2012-10-07,Newcastle,Man United,0,3,A
2013/2014,2014-04-05,Newcastle,Man United,0,4,A
2014/2015,2015-03-04,Newcastle,Man United,0,1,A
2015/2016,2016-01-12,Newcastle,Man United,3,3,D
