Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-02-01,Sunderland,Chelsea,2,4,A
2011/2012,2011-09-10,Sunderland,Chelsea,1,2,A
2012/2013,2012-12-08,Sunderland,Chelsea,1,3,A
2013/2014,2013-12-04,Sunderland,Chelsea,3,4,A
2014/2015,2014-11-29,Sunderland,Chelsea,0,0,D
