Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-12-26,Fulham,West Ham,1,3,A
2012/2013,2013-01-30,Fulham,West Ham,3,1,H
2013/2014,2014-01-01,Fulham,West Ham,2,1,H
