Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-12-26,Man United,Sunderland,2,0,H
2011/2012,2011-11-05,Man United,Sunderland,1,0,H
2012/2013,2012-12-15,Man United,Sunderland,3,1,H
2013/2014,2014-05-03,Man United,Sunderland,0,1,A
2014/2015,2015-02-28,Man United,Sunderland,2,0,H
2015/2016,2015-09-26,Man United,Sunderland,3,0,H
