Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2013/2014,2013-11-09,Crystal Palace,Everton,0,0,D
2014/2015,2015-01-31,Crystal Palace,Everton,0,1,A
2015/2016,2016-04-13,Crystal Palace,Everton,0,0,D
