Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2011-03-19,Everton,Fulham,2,1,H
2011/2012,2012-04-28,Everton,Fulham,4,0,H
2012/2013,2013-04-27,Everton,Fulham,1,0,H
2013/2014,2013-12-14,Everton,Fulham,4,1,H
