Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2010/2011,2010-11-20,Man United,Wigan,2,0,H
2011/2012,2011-12-26,Man United,Wigan,5,0,H
2012/2013,2012-09-15,Man United,Wigan,4,0,H
